,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,NIFTY_FIN_SERVICE.NS,NIFTY_PVT_BANK.NS,^CNX100,^CNXAUTO,^CNXFIN,^CNXFMCG,^CNXIT,^CNXMEDIA,^CNXMETAL,^CNXPHARMA,^CNXPSUBANK,^CNXREALTY,^NSEBANK,^NSEI,^NSMIDCP,NIFTY_FIN_SERVICE.NS,NIFTY_PVT_BANK.NS,^CNX100,^CNXAUTO,^CNXFIN,^CNXFMCG,^CNXIT,^CNXMEDIA,^CNXMETAL,^CNXPHARMA,^CNXPSUBANK,^CNXREALTY,^NSEBANK,^NSEI,^NSMIDCP,NIFTY_FIN_SERVICE.NS,NIFTY_PVT_BANK.NS,^CNX100,^CNXAUTO,^CNXFIN,^CNXFMCG,^CNXIT,^CNXMEDIA,^CNXMETAL,^CNXPHARMA,^CNXPSUBANK,^CNXREALTY,^NSEBANK,^NSEI,^NSMIDCP,NIFTY_FIN_SERVICE.NS,NIFTY_PVT_BANK.NS,^CNX100,^CNXAUTO,^CNXFIN,^CNXFMCG,^CNXIT,^CNXMEDIA,^CNXMETAL,^CNXPHARMA,^CNXPSUBANK,^CNXREALTY,^NSEBANK,^NSEI,^NSMIDCP,NIFTY_FIN_SERVICE.NS,NIFTY_PVT_BANK.NS,^CNX100,^CNXAUTO,^CNXFIN,^CNXFMCG,^CNXIT,^CNXMEDIA,^CNXMETAL,^CNXPHARMA,^CNXPSUBANK,^CNXREALTY,^NSEBANK,^NSEI,^NSMIDCP
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-08 09:26:00+05:30,16470.80078125,19063.80078125,15180.150390625,10578.75,16180.599609375,33400.69921875,25279.0,1759.699951171875,3926.699951171875,12220.599609375,2395.699951171875,360.79998779296875,35598.25,15034.650390625,35456.5,16484.349609375,19072.400390625,15184.0,10586.599609375,16191.599609375,33420.0,25289.55078125,1760.25,3927.85009765625,12221.650390625,2396.050048828125,361.0,35621.44921875,15038.5498046875,35463.3515625,16463.900390625,19048.94921875,15175.5,10573.650390625,16176.2998046875,33393.80078125,25276.849609375,1758.25,3923.35009765625,12208.900390625,2392.85009765625,360.75,35578.55078125,15029.9501953125,35445.80078125,16484.349609375,19072.400390625,15184.0,10585.0,16191.599609375,33420.0,25289.55078125,1759.9000244140625,3927.0,12210.25,2393.39990234375,360.8999938964844,35621.44921875,15038.5498046875,35463.3515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:27:00+05:30,16474.94921875,19069.44921875,15188.150390625,10580.25,16182.9501953125,33400.19921875,25282.55078125,1758.050048828125,3925.39990234375,12220.9501953125,2398.60009765625,360.54998779296875,35606.55078125,15043.5498046875,35460.6015625,16482.19921875,19081.69921875,15188.150390625,10584.5498046875,16192.2001953125,33406.19921875,25291.150390625,1760.1500244140625,3929.35009765625,12229.150390625,2399.300048828125,360.8999938964844,35627.6484375,15043.5498046875,35475.8984375,16462.80078125,19047.349609375,15176.2001953125,10575.2001953125,16175.099609375,33389.0,25259.69921875,1757.25,3923.25,12217.099609375,2395.550048828125,360.3500061035156,35569.8984375,15030.599609375,35445.44921875,16469.75,19061.75,15180.75,10578.650390625,16182.0,33400.8515625,25279.0,1759.8499755859375,3927.14990234375,12220.849609375,2395.800048828125,360.75,35594.5,15035.0498046875,35460.55078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:28:00+05:30,16472.349609375,19067.0,15181.900390625,10575.25,16182.7998046875,33382.6484375,25302.099609375,1756.449951171875,3926.10009765625,12222.5,2398.89990234375,360.3999938964844,35607.80078125,15036.650390625,35456.5,16475.94921875,19074.80078125,15187.849609375,10584.25,16185.5498046875,33406.0,25306.650390625,1758.25,3926.25,12224.4501953125,2399.949951171875,360.6000061035156,35620.05078125,15043.0498046875,35462.8515625,16465.05078125,19056.19921875,15176.9501953125,10575.25,16175.5498046875,33382.6484375,25272.69921875,1755.75,3923.10009765625,12217.25,2397.550048828125,360.3999938964844,35586.1015625,15031.400390625,35448.0,16474.80078125,19070.75,15187.849609375,10581.599609375,16185.4501953125,33403.55078125,25280.150390625,1757.949951171875,3925.550048828125,12222.9501953125,2398.89990234375,360.54998779296875,35608.5,15043.0498046875,35462.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:29:00+05:30,16486.55078125,19092.25,15187.9501953125,10593.349609375,16192.5498046875,33405.3515625,25304.0,1757.050048828125,3927.25,12222.7001953125,2401.39990234375,360.95001220703125,35653.80078125,15042.7001953125,35469.6015625,16487.05078125,19093.599609375,15189.9501953125,10596.849609375,16193.2001953125,33414.0,25309.0,1757.9000244140625,3927.39990234375,12224.7001953125,2401.800048828125,360.95001220703125,35656.55078125,15045.0,35472.5,16469.55078125,19062.650390625,15179.2998046875,10574.400390625,16179.0498046875,33379.94921875,25291.400390625,1755.699951171875,3923.64990234375,12215.400390625,2397.550048828125,360.25,35598.80078125,15034.2001953125,35444.94921875,16472.900390625,19068.25,15182.2998046875,10575.349609375,16180.5,33384.3984375,25300.849609375,1757.199951171875,3926.14990234375,12221.849609375,2398.699951171875,360.3500061035156,35608.3984375,15037.349609375,35453.1484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:30:00+05:30,16504.650390625,19112.30078125,15197.2001953125,10591.7001953125,16207.25,33388.55078125,25307.25,1755.199951171875,3933.0,12226.5498046875,2403.449951171875,361.1499938964844,35692.44921875,15052.7998046875,35476.8984375,16506.5,19117.0,15198.900390625,10594.7001953125,16208.25,33407.6484375,25313.44921875,1757.75,3933.75,12227.75,2405.35009765625,361.29998779296875,35702.5,15055.0498046875,35479.55078125,16483.900390625,19088.099609375,15186.099609375,10586.650390625,16191.349609375,33376.55078125,25292.80078125,1755.0,3926.10009765625,12221.5498046875,2401.0,360.8999938964844,35645.55078125,15040.4501953125,35465.6015625,16483.900390625,19088.400390625,15186.099609375,10590.400390625,16194.349609375,33402.75,25303.5,1757.050048828125,3926.10009765625,12222.150390625,2401.14990234375,360.95001220703125,35645.55078125,15040.4501953125,35471.19921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:31:00+05:30,16511.400390625,19127.44921875,15197.5498046875,10590.099609375,16212.0,33393.8984375,25280.69921875,1751.550048828125,3934.949951171875,12217.25,2404.25,361.20001220703125,35717.1484375,15052.7001953125,35484.1484375,16513.25,19129.099609375,15198.650390625,10593.099609375,16213.25,33399.94921875,25305.0,1756.050048828125,3936.449951171875,12225.7998046875,2405.14990234375,361.25,35720.94921875,15054.7998046875,35484.1484375,16494.80078125,19103.5,15189.9501953125,10586.400390625,16197.7001953125,33379.05078125,25269.80078125,1751.550048828125,3930.550048828125,12216.4501953125,2402.550048828125,360.8999938964844,35674.5,15045.099609375,35465.05078125,16503.5,19110.599609375,15195.5498046875,10592.099609375,16205.9501953125,33384.94921875,25305.0,1756.050048828125,3933.10009765625,12225.5498046875,2403.60009765625,361.1000061035156,35689.44921875,15051.099609375,35474.69921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:32:00+05:30,16487.150390625,19102.05078125,15185.099609375,10589.650390625,16188.7001953125,33369.69921875,25295.30078125,1755.949951171875,3927.199951171875,12207.25,2399.10009765625,360.95001220703125,35661.5,15039.650390625,35466.55078125,16511.349609375,19126.30078125,15197.400390625,10591.7998046875,16211.7998046875,33395.8515625,25295.30078125,1755.949951171875,3935.199951171875,12217.7001953125,2404.800048828125,361.25,35715.94921875,15052.7998046875,35487.19921875,16484.0,19096.099609375,15181.650390625,10585.7001953125,16186.25,33353.1484375,25272.0,1751.4000244140625,3925.800048828125,12202.650390625,2398.39990234375,360.79998779296875,35650.19921875,15036.0498046875,35460.1484375,16509.5,19123.69921875,15197.400390625,10588.900390625,16211.7998046875,33395.8515625,25279.650390625,1751.699951171875,3935.0,12217.7001953125,2403.64990234375,361.20001220703125,35712.19921875,15052.7998046875,35480.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:33:00+05:30,16488.599609375,19101.80078125,15189.900390625,10592.0,16193.2998046875,33377.1015625,25310.55078125,1754.75,3922.60009765625,12219.5,2400.300048828125,360.8500061035156,35662.0,15044.900390625,35470.1484375,16495.400390625,19108.94921875,15189.900390625,10592.75,16195.7001953125,33377.1015625,25319.599609375,1756.5,3927.60009765625,12219.5,2400.39990234375,361.04998779296875,35679.1015625,15044.900390625,35470.1484375,16483.400390625,19095.900390625,15182.2001953125,10585.099609375,16189.2998046875,33360.3515625,25296.150390625,1754.75,3920.699951171875,12205.4501953125,2399.10009765625,360.79998779296875,35651.5,15036.7001953125,35458.3984375,16487.349609375,19102.349609375,15184.9501953125,10588.75,16189.2998046875,33368.25,25296.150390625,1755.949951171875,3927.39990234375,12205.4501953125,2399.14990234375,360.95001220703125,35661.8515625,15039.599609375,35464.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:34:00+05:30,16470.5,19086.44921875,15179.650390625,10589.0498046875,16177.849609375,33355.55078125,25311.599609375,1754.0999755859375,3927.25,12226.5,2398.35009765625,360.04998779296875,35631.1484375,15033.9501953125,35458.19921875,16488.099609375,19102.099609375,15189.849609375,10592.7001953125,16195.099609375,33378.1015625,25312.349609375,1755.6500244140625,3927.25,12226.5,2400.25,360.8500061035156,35661.55078125,15044.900390625,35470.80078125,16468.25,19083.650390625,15175.150390625,10586.7998046875,16175.2001953125,33348.3984375,25288.0,1753.199951171875,3920.800048828125,12216.099609375,2398.35009765625,359.95001220703125,35624.30078125,15029.25,35449.3515625,16487.599609375,19101.150390625,15189.0498046875,10592.150390625,16195.0,33376.94921875,25311.30078125,1754.75,3922.75,12217.150390625,2400.10009765625,360.8500061035156,35660.6015625,15043.849609375,35470.80078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:35:00+05:30,16467.80078125,19086.19921875,15178.4501953125,10590.400390625,16179.5498046875,33370.44921875,25312.55078125,1752.800048828125,3930.64990234375,12232.599609375,2398.14990234375,360.29998779296875,35626.75,15031.2998046875,35477.55078125,16471.5,19089.099609375,15180.2001953125,10591.4501953125,16180.599609375,33372.6015625,25314.80078125,1754.949951171875,3930.64990234375,12232.599609375,2398.89990234375,360.29998779296875,35635.19921875,15034.4501953125,35478.80078125,16460.75,19074.94921875,15173.4501953125,10586.7998046875,16172.7001953125,33354.3984375,25291.44921875,1752.25,3927.300048828125,12224.599609375,2396.14990234375,359.8999938964844,35606.55078125,15026.5,35454.25,16470.099609375,19086.150390625,15179.75,10589.2001953125,16177.9501953125,33360.1015625,25310.55078125,1754.050048828125,3927.75,12224.599609375,2398.89990234375,360.0,35630.5,15034.0498046875,35458.8984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:36:00+05:30,16487.650390625,19114.900390625,15196.099609375,10591.2998046875,16191.2998046875,33376.69921875,25325.69921875,1754.699951171875,3930.25,12250.4501953125,2403.10009765625,360.54998779296875,35682.25,15048.9501953125,35515.3515625,16488.150390625,19117.650390625,15196.099609375,10592.650390625,16194.2001953125,33376.69921875,25327.5,1754.9000244140625,3933.35009765625,12250.4501953125,2404.10009765625,360.6000061035156,35684.80078125,15049.25,35515.3515625,16465.150390625,19087.150390625,15179.900390625,10587.7001953125,16176.400390625,33363.44921875,25308.19921875,1752.300048828125,3929.64990234375,12231.4501953125,2398.25,360.1000061035156,35626.3984375,15032.900390625,35477.5,16468.19921875,19087.400390625,15180.599609375,10590.400390625,16180.9501953125,33372.44921875,25314.05078125,1753.050048828125,3931.050048828125,12232.400390625,2398.550048828125,360.1499938964844,35628.3515625,15033.599609375,35480.19921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:37:00+05:30,16479.5,19107.0,15189.099609375,10577.75,16184.4501953125,33374.8515625,25318.349609375,1757.050048828125,3928.39990234375,12238.75,2402.699951171875,360.54998779296875,35668.25,15042.150390625,35497.94921875,16491.900390625,19121.150390625,15197.150390625,10591.4501953125,16197.2001953125,33379.69921875,25327.55078125,1757.5,3930.800048828125,12249.75,2404.800048828125,360.6499938964844,35695.3984375,15050.2998046875,35517.94921875,16478.150390625,19104.849609375,15188.5498046875,10577.75,16183.900390625,33369.3984375,25316.05078125,1753.449951171875,3927.0,12236.25,2402.10009765625,360.3500061035156,35662.0,15041.5,35497.94921875,16485.400390625,19114.55078125,15194.9501953125,10591.4501953125,16193.349609375,33376.19921875,25324.25,1754.0999755859375,3929.550048828125,12249.650390625,2402.550048828125,360.54998779296875,35680.44921875,15047.900390625,35512.55078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:38:00+05:30,16485.400390625,19115.75,15194.5,10578.75,16193.5498046875,33383.6015625,25321.900390625,1757.449951171875,3941.0,12246.4501953125,2403.64990234375,360.54998779296875,35686.75,15047.849609375,35505.8984375,16487.44921875,19120.69921875,15195.150390625,10579.7001953125,16194.849609375,33383.6015625,25325.05078125,1758.4000244140625,3941.0,12251.0,2404.10009765625,360.6000061035156,35693.1484375,15048.7001953125,35509.1015625,16477.400390625,19103.25,15188.2001953125,10572.849609375,16184.0,33362.19921875,25317.900390625,1756.800048828125,3927.14990234375,12240.7001953125,2400.85009765625,360.45001220703125,35661.1484375,15041.2001953125,35493.69921875,16479.69921875,19108.0,15189.5,10577.7001953125,16185.0,33371.05078125,25318.849609375,1757.9000244140625,3927.85009765625,12240.7001953125,2402.60009765625,360.54998779296875,35670.55078125,15042.4501953125,35500.94921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08 09:39:00+05:30,16484.94921875,19112.80078125,15195.5498046875,10567.0498046875,16190.849609375,33376.8984375,25336.05078125,1756.300048828125,3940.85009765625,12252.900390625,2402.85009765625,360.45001220703125,35680.0,15049.650390625,35495.75,16484.94921875,19114.30078125,15195.849609375,10579.25,16194.099609375,33385.19921875,25340.900390625,1757.949951171875,3940.85009765625,12252.900390625,2403.800048828125,360.54998779296875,35685.44921875,15050.099609375,35502.94921875,16479.30078125,19103.599609375,15191.0498046875,10566.400390625,16187.4501953125,33373.94921875,25318.69921875,1755.3499755859375,3936.85009765625,12245.150390625,2402.050048828125,360.20001220703125,35662.94921875,15044.849609375,35489.0,16484.75,19114.30078125,15194.349609375,10579.25,16194.099609375,33380.3515625,25321.099609375,1757.0999755859375,3940.35009765625,12246.2998046875,2403.800048828125,360.5,35685.44921875,15047.7998046875,35502.94921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
